#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Water Detect,Button Down,Button Up,Host Connected,End of File
422,06/16/2024 08:40:00,24.82,-43.91,7.84,,,,,
423,06/16/2024 08:50:00,24.85,-43.95,7.84,,,,,
424,06/16/2024 09:00:00,24.90,-44.24,7.84,,,,,
425,06/16/2024 09:10:00,24.90,-44.35,7.85,,,,,
426,06/16/2024 09:20:00,24.92,-44.60,7.85,,,,,
427,06/16/2024 09:30:00,24.97,-44.80,7.85,,,,,
428,06/16/2024 09:40:00,24.99,-44.86,7.86,,,,,
429,06/16/2024 09:50:00,25.06,-45.39,7.87,,,,,
430,06/16/2024 10:00:00,25.09,-45.41,7.87,,,,,
431,06/16/2024 10:10:00,25.19,-45.91,7.88,,,,,
432,06/16/2024 10:20:00,25.23,-45.89,7.88,,,,,
433,06/16/2024 10:30:00,25.28,-46.08,7.88,,,,,
434,06/16/2024 10:40:00,25.38,-46.52,7.89,,,,,
435,06/16/2024 10:50:00,25.48,-46.60,7.89,,,,,
436,06/16/2024 11:00:00,25.55,-47.16,7.90,,,,,
437,06/16/2024 11:10:00,25.65,-47.80,7.91,,,,,
438,06/16/2024 11:20:00,25.74,-48.24,7.92,,,,,
439,06/16/2024 11:30:00,25.87,-48.80,7.93,,,,,
440,06/16/2024 11:40:00,25.94,-49.27,7.94,,,,,
441,06/16/2024 11:50:00,26.04,-48.80,7.93,,,,,
442,06/16/2024 12:00:00,26.08,-48.83,7.93,,,,,
443,06/16/2024 12:10:00,26.18,-49.36,7.94,,,,,
444,06/16/2024 12:20:00,26.23,-50.13,7.96,,,,,
445,06/16/2024 12:30:00,26.33,-50.53,7.97,,,,,
446,06/16/2024 12:40:00,26.40,-51.03,7.98,,,,,
447,06/16/2024 12:50:00,26.48,-52.24,8.00,,,,,
448,06/16/2024 13:00:00,26.52,-53.02,8.02,,,,,
449,06/16/2024 13:10:00,26.60,-52.49,8.01,,,,,
450,06/16/2024 13:20:00,26.62,-52.39,8.00,,,,,
451,06/16/2024 13:30:00,26.67,-52.69,8.01,,,,,
452,06/16/2024 13:40:00,26.67,-52.36,8.00,,,,,
453,06/16/2024 13:50:00,26.72,-51.83,7.99,,,,,
454,06/16/2024 14:00:00,26.74,-52.27,8.00,,,,,
455,06/16/2024 14:10:00,26.72,-52.33,8.00,,,,,
456,06/16/2024 14:20:00,26.79,-51.83,7.99,,,,,
457,06/16/2024 14:30:00,26.82,-51.88,7.99,,,,,
458,06/16/2024 14:40:00,26.87,-52.19,8.00,,,,,
459,06/16/2024 14:50:00,26.87,-51.72,7.99,,,,,
460,06/16/2024 15:00:00,26.89,-51.86,7.99,,,,,
461,06/16/2024 15:10:00,26.94,-52.05,8.00,,,,,
462,06/16/2024 15:20:00,26.94,-51.85,7.99,,,,,
463,06/16/2024 15:30:00,26.99,-52.10,8.00,,,,,
464,06/16/2024 15:40:00,26.99,-51.83,7.99,,,,,
465,06/16/2024 15:50:00,26.99,-51.67,7.99,,,,,
466,06/16/2024 16:00:00,27.01,-51.63,7.99,,,,,
467,06/16/2024 16:10:00,27.04,-51.11,7.98,,,,,
468,06/16/2024 16:20:00,27.06,-51.20,7.98,,,,,
469,06/16/2024 16:30:00,27.11,-51.45,7.98,,,,,
470,06/16/2024 16:40:00,27.11,-51.17,7.98,,,,,
471,06/16/2024 16:50:00,27.14,-50.97,7.97,,,,,
472,06/16/2024 17:00:00,27.14,-50.63,7.97,,,,,
473,06/16/2024 17:10:00,27.14,-50.16,7.96,,,,,
474,06/16/2024 17:20:00,27.16,-50.41,7.96,,,,,
475,06/16/2024 17:30:00,27.14,-50.30,7.96,,,,,
476,06/16/2024 17:40:00,27.14,-50.05,7.95,,,,,
477,06/16/2024 17:50:00,27.16,-49.42,7.94,,,,,
478,06/16/2024 18:00:00,27.19,-50.33,7.96,,,,,
479,06/16/2024 18:10:00,27.16,-49.60,7.94,,,,,
480,06/16/2024 18:20:00,27.14,-49.60,7.95,,,,,
481,06/16/2024 18:30:00,27.16,-48.97,7.93,,,,,
482,06/16/2024 18:40:00,27.14,-48.80,7.93,,,,,
483,06/16/2024 18:50:00,27.11,-48.49,7.92,,,,,
484,06/16/2024 19:00:00,27.06,-48.17,7.92,,,,,
485,06/16/2024 19:10:00,27.06,-47.86,7.91,,,,,
486,06/16/2024 19:20:00,27.04,-47.44,7.90,,,,,
487,06/16/2024 19:30:00,26.99,-47.24,7.90,,,,,
488,06/16/2024 19:40:00,26.96,-47.41,7.90,,,,,
489,06/16/2024 19:50:00,26.94,-47.02,7.89,,,,,
490,06/16/2024 20:00:00,26.84,-47.03,7.89,,,,,
491,06/16/2024 20:10:00,26.74,-46.58,7.89,,,,,
492,06/16/2024 20:20:00,26.74,-46.38,7.88,,,,,
493,06/16/2024 20:30:00,26.77,-46.56,7.88,,,,,
494,06/16/2024 20:40:00,26.67,-46.49,7.88,,,,,
495,06/16/2024 20:50:00,26.62,-46.33,7.88,,,,,
496,06/16/2024 21:00:00,26.52,-46.38,7.88,,,,,
497,06/16/2024 21:10:00,26.52,-46.06,7.88,,,,,
498,06/16/2024 21:20:00,26.38,-46.28,7.88,,,,,
499,06/16/2024 21:30:00,26.35,-45.78,7.87,,,,,
500,06/16/2024 21:40:00,26.35,-45.94,7.87,,,,,
501,06/16/2024 21:50:00,26.28,-45.86,7.87,,,,,
502,06/16/2024 22:00:00,26.21,-45.63,7.87,,,,,
503,06/16/2024 22:10:00,26.16,-45.24,7.86,,,,,
504,06/16/2024 22:20:00,26.16,-45.03,7.86,,,,,
505,06/16/2024 22:30:00,26.16,-45.06,7.86,,,,,
506,06/16/2024 22:40:00,26.06,-45.02,7.86,,,,,
507,06/16/2024 22:50:00,26.06,-44.63,7.85,,,,,
508,06/16/2024 23:00:00,26.04,-44.61,7.85,,,,,
509,06/16/2024 23:10:00,26.04,-44.52,7.85,,,,,
510,06/16/2024 23:20:00,25.96,-44.70,7.85,,,,,
511,06/16/2024 23:30:00,25.94,-44.45,7.84,,,,,
512,06/16/2024 23:40:00,25.91,-44.38,7.84,,,,,
513,06/16/2024 23:50:00,25.89,-44.42,7.84,,,,,
514,06/17/2024 00:00:00,25.84,-44.28,7.84,,,,,
515,06/17/2024 00:10:00,25.82,-44.19,7.84,,,,,
516,06/17/2024 00:20:00,25.79,-44.11,7.84,,,,,
517,06/17/2024 00:30:00,25.77,-44.11,7.84,,,,,
518,06/17/2024 00:40:00,25.74,-44.17,7.84,,,,,
519,06/17/2024 00:50:00,25.70,-44.20,7.84,,,,,
520,06/17/2024 01:00:00,25.67,-44.08,7.84,,,,,
521,06/17/2024 01:10:00,25.65,-44.02,7.84,,,,,
522,06/17/2024 01:20:00,25.62,-43.89,7.83,,,,,
523,06/17/2024 01:30:00,25.60,-44.05,7.84,,,,,
524,06/17/2024 01:40:00,25.57,-44.02,7.84,,,,,
525,06/17/2024 01:50:00,25.55,-44.02,7.84,,,,,
526,06/17/2024 02:00:00,25.53,-44.10,7.84,,,,,
527,06/17/2024 02:10:00,25.48,-44.06,7.84,,,,,
528,06/17/2024 02:20:00,25.48,-44.13,7.84,,,,,
529,06/17/2024 02:30:00,25.45,-43.99,7.84,,,,,
530,06/17/2024 02:40:00,25.43,-44.03,7.84,,,,,
531,06/17/2024 02:50:00,25.40,-44.19,7.84,,,,,
532,06/17/2024 03:00:00,25.38,-44.14,7.84,,,,,
533,06/17/2024 03:10:00,25.36,-44.05,7.84,,,,,
534,06/17/2024 03:20:00,25.33,-43.89,7.84,,,,,
535,06/17/2024 03:30:00,25.31,-43.89,7.84,,,,,
536,06/17/2024 03:40:00,25.28,-43.94,7.84,,,,,
537,06/17/2024 03:50:00,25.26,-43.78,7.83,,,,,
538,06/17/2024 04:00:00,25.21,-44.13,7.84,,,,,
539,06/17/2024 04:10:00,25.19,-44.45,7.85,,,,,
540,06/17/2024 04:20:00,25.16,-44.36,7.85,,,,,
541,06/17/2024 04:30:00,25.16,-44.20,7.84,,,,,
542,06/17/2024 04:40:00,25.14,-44.11,7.84,,,,,
543,06/17/2024 04:50:00,25.11,-44.19,7.84,,,,,
544,06/17/2024 05:00:00,25.09,-43.99,7.84,,,,,
545,06/17/2024 05:10:00,25.06,-44.03,7.84,,,,,
546,06/17/2024 05:20:00,25.06,-43.89,7.84,,,,,
547,06/17/2024 05:30:00,25.04,-43.97,7.84,,,,,
548,06/17/2024 05:40:00,25.02,-43.94,7.84,,,,,
549,06/17/2024 05:50:00,24.99,-43.92,7.84,,,,,
550,06/17/2024 06:00:00,24.99,-43.86,7.84,,,,,
551,06/17/2024 06:10:00,24.97,-43.91,7.84,,,,,
552,06/17/2024 06:20:00,24.97,-43.91,7.84,,,,,
553,06/17/2024 06:30:00,24.94,-43.85,7.84,,,,,
554,06/17/2024 06:40:00,24.92,-43.94,7.84,,,,,
555,06/17/2024 06:50:00,24.92,-43.95,7.84,,,,,
556,06/17/2024 07:00:00,24.90,-44.03,7.84,,,,,
557,06/17/2024 07:10:00,24.90,-43.97,7.84,,,,,
558,06/17/2024 07:20:00,24.90,-43.99,7.84,,,,,
559,06/17/2024 07:30:00,24.87,-44.00,7.84,,,,,
560,06/17/2024 07:40:00,24.87,-44.06,7.84,,,,,
561,06/17/2024 07:50:00,24.87,-44.17,7.84,,,,,
562,06/17/2024 08:00:00,24.87,-44.16,7.84,,,,,
563,06/17/2024 08:10:00,24.87,-44.11,7.84,,,,,
564,06/17/2024 08:20:00,24.87,-44.11,7.84,,,,,
565,06/17/2024 08:30:00,24.87,-44.13,7.84,,,,,
566,06/17/2024 08:40:00,24.87,-44.42,7.85,,,,,
567,06/17/2024 08:50:00,24.90,-44.67,7.85,,,,,
568,06/17/2024 09:00:00,24.92,-44.61,7.85,,,,,
569,06/17/2024 09:10:00,24.92,-44.61,7.85,,,,,
570,06/17/2024 09:20:00,24.94,-44.56,7.85,,,,,
571,06/17/2024 09:30:00,24.99,-45.11,7.86,,,,,
572,06/17/2024 09:40:00,25.02,-45.47,7.87,,,,,
573,06/17/2024 09:50:00,24.99,-45.02,7.86,,,,,
574,06/17/2024 10:00:00,25.06,-44.81,7.85,,,,,
575,06/17/2024 10:10:00,25.09,-45.58,7.87,,,,,
576,06/17/2024 10:20:00,25.19,-45.60,7.87,,,,,
577,06/17/2024 10:30:00,25.26,-46.30,7.88,,,,,
578,06/17/2024 10:40:00,25.38,-46.78,7.89,,,,,
579,06/17/2024 10:50:00,25.43,-47.27,7.90,,,,,
580,06/17/2024 11:00:00,25.48,-47.10,7.90,,,,,
581,06/17/2024 11:10:00,25.55,-47.17,7.90,,,,,
582,06/17/2024 11:20:00,25.62,-47.60,7.91,,,,,
583,06/17/2024 11:30:00,25.77,-48.39,7.92,,,,,
584,06/17/2024 11:40:00,25.79,-47.95,7.92,,,,,
585,06/17/2024 11:50:00,25.91,-48.95,7.94,,,,,
586,06/17/2024 12:00:00,25.96,-49.38,7.94,,,,,
587,06/17/2024 12:10:00,26.01,-49.86,7.95,,,,,
588,06/17/2024 12:20:00,26.06,-49.97,7.96,,,,,
589,06/17/2024 12:30:00,26.11,-50.44,7.97,,,,,
590,06/17/2024 12:40:00,26.18,-50.38,7.96,,,,,
591,06/17/2024 12:50:00,26.26,-50.41,7.96,,,,,
592,06/17/2024 13:00:00,26.30,-50.77,7.97,,,,,
593,06/17/2024 13:10:00,26.43,-51.27,7.98,,,,,
594,06/17/2024 13:20:00,26.43,-51.13,7.98,,,,,
595,06/17/2024 13:30:00,26.52,-51.49,7.99,,,,,
596,06/17/2024 13:40:00,26.55,-51.64,7.99,,,,,
597,06/17/2024 13:50:00,26.57,-51.81,7.99,,,,,
598,06/17/2024 14:00:00,26.62,-52.88,8.01,,,,,
599,06/17/2024 14:10:00,26.62,-52.42,8.00,,,,,
600,06/17/2024 14:20:00,26.72,-53.22,8.02,,,,,
601,06/17/2024 14:30:00,26.67,-52.83,8.01,,,,,
602,06/17/2024 14:40:00,26.70,-52.38,8.00,,,,,
603,06/17/2024 14:50:00,26.72,-52.11,8.00,,,,,
604,06/17/2024 15:00:00,26.74,-52.02,8.00,,,,,
605,06/17/2024 15:10:00,26.79,-52.31,8.00,,,,,
606,06/17/2024 15:20:00,26.79,-52.44,8.00,,,,,
607,06/17/2024 15:30:00,26.84,-52.33,8.00,,,,,
608,06/17/2024 15:40:00,26.87,-52.80,8.01,,,,,
609,06/17/2024 15:50:00,26.87,-52.95,8.01,,,,,
610,06/17/2024 16:00:00,26.84,-52.45,8.00,,,,,
611,06/17/2024 16:10:00,26.84,-52.53,8.01,,,,,
612,06/17/2024 16:20:00,26.84,-52.02,7.99,,,,,
613,06/17/2024 16:30:00,26.87,-52.13,8.00,,,,,
614,06/17/2024 16:40:00,26.89,-51.89,7.99,,,,,
615,06/17/2024 16:50:00,26.92,-51.72,7.99,,,,,
616,06/17/2024 17:00:00,26.96,-52.06,8.00,,,,,
617,06/17/2024 17:10:00,26.96,-51.53,7.98,,,,,
618,06/17/2024 17:20:00,26.96,-51.33,7.98,,,,,
619,06/17/2024 17:30:00,26.99,-51.31,7.98,,,,,
620,06/17/2024 17:40:00,26.99,-50.95,7.97,,,,,
621,06/17/2024 17:50:00,26.96,-50.61,7.97,,,,,
622,06/17/2024 18:00:00,26.94,-50.52,7.96,,,,,
623,06/17/2024 18:10:00,26.96,-50.58,7.97,,,,,
624,06/17/2024 18:20:00,26.92,-50.86,7.97,,,,,
625,06/17/2024 18:30:00,26.96,-50.49,7.96,,,,,
626,06/17/2024 18:40:00,26.89,-49.91,7.95,,,,,
627,06/17/2024 18:50:00,26.89,-49.63,7.95,,,,,
628,06/17/2024 19:00:00,26.82,-49.56,7.95,,,,,
629,06/17/2024 19:10:00,26.74,-49.02,7.93,,,,,
630,06/17/2024 19:20:00,26.70,-48.69,7.93,,,,,
631,06/17/2024 19:30:00,26.65,-48.39,7.92,,,,,
632,06/17/2024 19:40:00,26.50,-48.03,7.92,,,,,
633,06/17/2024 19:50:00,26.43,-47.70,7.91,,,,,
634,06/17/2024 20:00:00,26.38,-47.11,7.90,,,,,
635,06/17/2024 20:10:00,26.33,-46.99,7.89,,,,,
636,06/17/2024 20:20:00,26.28,-46.94,7.89,,,,,
637,06/17/2024 20:30:00,26.23,-46.35,7.88,,,,,
638,06/17/2024 20:40:00,26.18,-46.49,7.89,,,,,
639,06/17/2024 20:50:00,26.11,-46.42,7.88,,,,,
640,06/17/2024 21:00:00,26.06,-46.08,7.88,,,,,
641,06/17/2024 21:10:00,26.01,-45.70,7.87,,,,,
642,06/17/2024 21:20:00,25.96,-45.88,7.87,,,,,
643,06/17/2024 21:30:00,25.94,-45.55,7.87,,,,,
644,06/17/2024 21:40:00,25.87,-45.63,7.87,,,,,
645,06/17/2024 21:50:00,25.82,-45.60,7.87,,,,,
646,06/17/2024 22:00:00,25.79,-45.44,7.87,,,,,
647,06/17/2024 22:10:00,25.77,-45.16,7.86,,,,,
648,06/17/2024 22:20:00,25.72,-44.86,7.85,,,,,
649,06/17/2024 22:30:00,25.70,-44.60,7.85,,,,,
650,06/17/2024 22:40:00,25.67,-44.45,7.85,,,,,
651,06/17/2024 22:50:00,25.62,-44.35,7.84,,,,,
652,06/17/2024 23:00:00,25.57,-44.25,7.84,,,,,
653,06/17/2024 23:10:00,25.55,-44.06,7.84,,,,,
654,06/17/2024 23:20:00,25.53,-44.14,7.84,,,,,
655,06/17/2024 23:30:00,25.50,-44.08,7.84,,,,,
656,06/17/2024 23:40:00,25.45,-44.13,7.84,,,,,
657,06/17/2024 23:50:00,25.45,-44.02,7.84,,,,,
658,06/18/2024 00:00:00,25.40,-44.19,7.84,,,,,
659,06/18/2024 00:10:00,25.38,-44.00,7.84,,,,,
660,06/18/2024 00:20:00,25.36,-44.05,7.84,,,,,
661,06/18/2024 00:30:00,25.31,-44.69,7.85,,,,,
662,06/18/2024 00:40:00,25.28,-44.75,7.85,,,,,
663,06/18/2024 00:50:00,25.26,-44.28,7.84,,,,,
664,06/18/2024 01:00:00,25.26,-44.14,7.84,,,,,
665,06/18/2024 01:10:00,25.23,-44.20,7.84,,,,,
666,06/18/2024 01:20:00,25.23,-43.97,7.84,,,,,
667,06/18/2024 01:30:00,25.16,-43.97,7.84,,,,,
668,06/18/2024 01:40:00,25.14,-43.78,7.83,,,,,
669,06/18/2024 01:50:00,25.14,-43.72,7.83,,,,,
670,06/18/2024 02:00:00,25.11,-43.69,7.83,,,,,
671,06/18/2024 02:10:00,25.09,-43.69,7.83,,,,,
672,06/18/2024 02:20:00,25.04,-43.70,7.83,,,,,
673,06/18/2024 02:30:00,25.04,-43.67,7.83,,,,,
674,06/18/2024 02:40:00,25.02,-43.58,7.83,,,,,
675,06/18/2024 02:50:00,24.99,-43.66,7.83,,,,,
676,06/18/2024 03:00:00,24.97,-43.70,7.83,,,,,
677,06/18/2024 03:10:00,24.94,-43.50,7.83,,,,,
678,06/18/2024 03:20:00,24.90,-43.70,7.83,,,,,
679,06/18/2024 03:30:00,24.90,-43.64,7.83,,,,,
680,06/18/2024 03:40:00,24.85,-43.61,7.83,,,,,
681,06/18/2024 03:50:00,24.85,-43.53,7.83,,,,,
682,06/18/2024 04:00:00,24.82,-43.47,7.83,,,,,
683,06/18/2024 04:10:00,24.82,-43.42,7.83,,,,,
684,06/18/2024 04:20:00,24.80,-43.52,7.83,,,,,
685,06/18/2024 04:30:00,24.75,-43.50,7.83,,,,,
686,06/18/2024 04:40:00,24.73,-43.55,7.83,,,,,
687,06/18/2024 04:50:00,24.73,-43.47,7.83,,,,,
688,06/18/2024 05:00:00,24.70,-43.47,7.83,,,,,
689,06/18/2024 05:10:00,24.68,-43.53,7.83,,,,,
690,06/18/2024 05:20:00,24.68,-43.38,7.83,,,,,
691,06/18/2024 05:30:00,24.65,-43.35,7.83,,,,,
692,06/18/2024 05:40:00,24.63,-43.47,7.83,,,,,
693,06/18/2024 05:50:00,24.63,-43.49,7.83,,,,,
694,06/18/2024 06:00:00,24.60,-43.47,7.83,,,,,
695,06/18/2024 06:10:00,24.58,-43.63,7.83,,,,,
696,06/18/2024 06:20:00,24.58,-43.49,7.83,,,,,
697,06/18/2024 06:30:00,24.56,-43.38,7.83,,,,,
698,06/18/2024 06:40:00,24.56,-43.50,7.83,,,,,
699,06/18/2024 06:50:00,24.56,-43.44,7.83,,,,,
700,06/18/2024 07:00:00,24.53,-43.47,7.83,,,,,
701,06/18/2024 07:10:00,24.53,-43.58,7.83,,,,,
702,06/18/2024 07:20:00,24.53,-43.49,7.83,,,,,
703,06/18/2024 07:30:00,24.51,-43.56,7.83,,,,,
704,06/18/2024 07:40:00,24.51,-43.67,7.83,,,,,
705,06/18/2024 07:50:00,24.51,-43.64,7.83,,,,,
706,06/18/2024 08:00:00,24.53,-43.61,7.83,,,,,
707,06/18/2024 08:10:00,24.53,-43.66,7.83,,,,,
708,06/18/2024 08:20:00,24.56,-43.75,7.83,,,,,
709,06/18/2024 08:30:00,24.58,-43.74,7.83,,,,,
710,06/18/2024 08:40:00,24.60,-43.97,7.84,,,,,
711,06/18/2024 08:50:00,24.60,-44.25,7.84,,,,,
712,06/18/2024 09:00:00,24.60,-44.13,7.84,,,,,
713,06/18/2024 09:10:00,24.63,-44.13,7.84,,,,,
714,06/18/2024 09:20:00,24.68,-44.86,7.86,,,,,
715,06/18/2024 09:30:00,24.68,-44.69,7.85,,,,,
716,06/18/2024 09:40:00,24.73,-45.64,7.87,,,,,
717,06/18/2024 09:50:00,24.73,-45.78,7.88,,,,,
718,06/18/2024 10:00:00,24.82,-45.92,7.88,,,,,
719,06/18/2024 10:10:00,24.87,-46.74,7.89,,,,,
720,06/18/2024 10:20:00,24.85,-46.81,7.90,,,,,
721,06/18/2024 10:30:00,24.90,-47.19,7.90,,,,,
722,06/18/2024 10:40:00,25.02,-47.52,7.91,,,,,
723,06/18/2024 10:50:00,25.14,-48.10,7.92,,,,,
724,06/18/2024 11:00:00,25.19,-48.27,7.92,,,,,
725,06/18/2024 11:10:00,25.33,-48.38,7.93,,,,,
726,06/18/2024 11:20:00,25.38,-48.69,7.93,,,,,
727,06/18/2024 11:30:00,25.53,-49.33,7.94,,,,,
728,06/18/2024 11:40:00,25.53,-49.44,7.95,,,,,
729,06/18/2024 11:50:00,25.65,-50.33,7.96,,,,,
730,06/18/2024 12:00:00,25.77,-50.39,7.97,,,,,
731,06/18/2024 12:10:00,25.89,-50.75,7.97,,,,,
732,06/18/2024 12:20:00,26.08,-51.49,7.99,,,,,
733,06/18/2024 12:30:00,26.13,-52.24,8.00,,,,,
734,06/18/2024 12:40:00,26.18,-53.31,8.02,,,,,
735,06/18/2024 12:50:00,26.18,-53.25,8.02,,,,,
736,06/18/2024 13:00:00,26.21,-53.45,8.03,,,,,
737,06/18/2024 13:10:00,26.21,-53.85,8.03,,,,,
738,06/18/2024 13:20:00,26.23,-54.13,8.04,,,,,
739,06/18/2024 13:30:00,26.18,-53.49,8.03,,,,,
740,06/18/2024 13:40:00,26.21,-54.33,8.04,,,,,
741,06/18/2024 13:50:00,26.26,-54.66,8.05,,,,,
742,06/18/2024 14:00:00,26.23,-54.60,8.05,,,,,
743,06/18/2024 14:10:00,26.26,-54.49,8.05,,,,,
744,06/18/2024 14:20:00,26.21,-54.61,8.05,,,,,
745,06/18/2024 14:30:00,26.26,-55.08,8.06,,,,,
746,06/18/2024 14:40:00,26.26,-55.31,8.06,,,,,
747,06/18/2024 14:50:00,26.23,-55.77,8.07,,,,,
748,06/18/2024 15:00:00,26.23,-55.69,8.07,,,,,
749,06/18/2024 15:10:00,26.26,-55.83,8.07,,,,,
750,06/18/2024 15:20:00,26.23,-55.70,8.07,,,,,
751,06/18/2024 15:30:00,26.23,-55.60,8.07,,,,,
752,06/18/2024 15:40:00,26.23,-55.38,8.06,,,,,
753,06/18/2024 15:50:00,26.28,-54.81,8.05,,,,,
754,06/18/2024 16:00:00,26.23,-54.11,8.04,,,,,
755,06/18/2024 16:10:00,26.26,-53.88,8.03,,,,,
756,06/18/2024 16:20:00,26.23,-53.80,8.03,,,,,
757,06/18/2024 16:30:00,26.23,-53.36,8.02,,,,,
758,06/18/2024 16:40:00,26.26,-53.36,8.02,,,,,
759,06/18/2024 16:50:00,26.28,-53.33,8.02,,,,,
760,06/18/2024 17:00:00,26.28,-53.41,8.02,,,,,
761,06/18/2024 17:10:00,26.26,-53.39,8.02,,,,,
762,06/18/2024 17:20:00,26.23,-53.02,8.02,,,,,
763,06/18/2024 17:30:00,26.23,-52.81,8.01,,,,,
764,06/18/2024 17:40:00,26.21,-52.53,8.01,,,,,
765,06/18/2024 17:50:00,26.21,-52.06,8.00,,,,,
766,06/18/2024 18:00:00,26.13,-52.14,8.00,,,,,
767,06/18/2024 18:10:00,26.13,-51.44,7.99,,,,,
768,06/18/2024 18:20:00,26.08,-50.94,7.98,,,,,
769,06/18/2024 18:30:00,26.06,-51.14,7.98,,,,,
770,06/18/2024 18:40:00,26.01,-51.28,7.98,,,,,
771,06/18/2024 18:50:00,25.99,-51.03,7.98,,,,,
772,06/18/2024 19:00:00,25.94,-50.67,7.97,,,,,
773,06/18/2024 19:10:00,25.87,-50.20,7.96,,,,,
774,06/18/2024 19:20:00,25.87,-49.58,7.95,,,,,
775,06/18/2024 19:30:00,25.79,-49.45,7.95,,,,,
776,06/18/2024 19:40:00,25.72,-48.95,7.94,,,,,
777,06/18/2024 19:50:00,25.67,-48.95,7.94,,,,,
778,06/18/2024 20:00:00,25.65,-48.50,7.93,,,,,
779,06/18/2024 20:10:00,25.60,-48.10,7.92,,,,,
780,06/18/2024 20:20:00,25.57,-48.05,7.92,,,,,
781,06/18/2024 20:30:00,25.53,-47.61,7.91,,,,,
782,06/18/2024 20:40:00,25.50,-47.16,7.90,,,,,
783,06/18/2024 20:50:00,25.43,-47.11,7.90,,,,,
784,06/18/2024 21:00:00,25.38,-46.80,7.89,,,,,
785,06/18/2024 21:10:00,25.38,-46.47,7.89,,,,,
786,06/18/2024 21:20:00,25.36,-46.08,7.88,,,,,
787,06/18/2024 21:30:00,25.33,-45.60,7.87,,,,,
788,06/18/2024 21:40:00,25.31,-45.35,7.86,,,,,
789,06/18/2024 21:50:00,25.26,-45.36,7.87,,,,,
790,06/18/2024 22:00:00,25.23,-44.92,7.86,,,,,
791,06/18/2024 22:10:00,25.19,-44.88,7.86,,,,,
792,06/18/2024 22:20:00,25.16,-44.69,7.85,,,,,
793,06/18/2024 22:30:00,25.14,-44.45,7.85,,,,,
794,06/18/2024 22:40:00,25.11,-44.28,7.84,,,,,
795,06/18/2024 22:50:00,25.11,-44.16,7.84,,,,,
796,06/18/2024 23:00:00,25.06,-44.14,7.84,,,,,
797,06/18/2024 23:10:00,25.02,-44.24,7.84,,,,,
798,06/18/2024 23:20:00,24.99,-44.14,7.84,,,,,
799,06/18/2024 23:30:00,24.97,-43.89,7.84,,,,,
800,06/18/2024 23:40:00,24.94,-43.63,7.83,,,,,
801,06/18/2024 23:50:00,24.92,-43.45,7.83,,,,,
802,06/19/2024 00:00:00,24.90,-43.44,7.83,,,,,
803,06/19/2024 00:10:00,24.90,-43.77,7.83,,,,,
804,06/19/2024 00:20:00,24.85,-44.56,7.85,,,,,
805,06/19/2024 00:30:00,24.82,-44.24,7.84,,,,,
806,06/19/2024 00:40:00,24.80,-43.92,7.84,,,,,
807,06/19/2024 00:50:00,24.77,-43.64,7.83,,,,,
808,06/19/2024 01:00:00,24.75,-43.58,7.83,,,,,
809,06/19/2024 01:10:00,24.73,-43.31,7.82,,,,,
810,06/19/2024 01:20:00,24.70,-43.42,7.83,,,,,
811,06/19/2024 01:30:00,24.68,-43.20,7.82,,,,,
812,06/19/2024 01:40:00,24.65,-43.06,7.82,,,,,
813,06/19/2024 01:50:00,24.63,-43.33,7.83,,,,,
814,06/19/2024 02:00:00,24.60,-43.08,7.82,,,,,
815,06/19/2024 02:10:00,24.58,-43.05,7.82,,,,,
816,06/19/2024 02:20:00,24.56,-43.19,7.82,,,,,
817,06/19/2024 02:30:00,24.53,-43.17,7.82,,,,,
818,06/19/2024 02:40:00,24.53,-43.00,7.82,,,,,
819,06/19/2024 02:50:00,24.51,-43.10,7.82,,,,,
820,06/19/2024 03:00:00,24.48,-43.25,7.82,,,,,
821,06/19/2024 03:10:00,24.46,-43.16,7.82,,,,,
822,06/19/2024 03:20:00,24.44,-43.33,7.83,,,,,
823,06/19/2024 03:30:00,24.41,-43.19,7.82,,,,,
824,06/19/2024 03:40:00,24.36,-43.19,7.82,,,,,
825,06/19/2024 03:50:00,24.36,-43.14,7.82,,,,,
826,06/19/2024 04:00:00,24.36,-42.88,7.82,,,,,
827,06/19/2024 04:10:00,24.34,-43.22,7.82,,,,,
828,06/19/2024 04:20:00,24.32,-43.22,7.82,,,,,
829,06/19/2024 04:30:00,24.29,-42.99,7.82,,,,,
830,06/19/2024 04:40:00,24.27,-43.03,7.82,,,,,
831,06/19/2024 04:50:00,24.24,-42.99,7.82,,,,,
832,06/19/2024 05:00:00,24.22,-43.05,7.82,,,,,
833,06/19/2024 05:10:00,24.19,-43.02,7.82,,,,,
834,06/19/2024 05:20:00,24.19,-43.06,7.82,,,,,
835,06/19/2024 05:30:00,24.17,-43.17,7.82,,,,,
836,06/19/2024 05:40:00,24.15,-43.17,7.82,,,,,
837,06/19/2024 05:50:00,24.15,-43.05,7.82,,,,,
838,06/19/2024 06:00:00,24.12,-43.00,7.82,,,,,
839,06/19/2024 06:10:00,24.12,-42.97,7.82,,,,,
840,06/19/2024 06:20:00,24.10,-43.06,7.82,,,,,
841,06/19/2024 06:30:00,24.10,-43.03,7.82,,,,,
842,06/19/2024 06:40:00,24.07,-43.20,7.82,,,,,
843,06/19/2024 06:50:00,24.07,-43.27,7.83,,,,,
