#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Started,Button Down,Button Up,Host Connected,End of File
423,08/02/2025 23:20:00,27.23,-33.59,7.56,,,,,
424,08/02/2025 23:30:00,27.21,-33.66,7.56,,,,,
425,08/02/2025 23:40:00,27.16,-33.81,7.57,,,,,
426,08/02/2025 23:50:00,27.09,-33.42,7.56,,,,,
427,08/03/2025 00:00:00,27.06,-33.53,7.56,,,,,
428,08/03/2025 00:10:00,27.04,-33.09,7.55,,,,,
429,08/03/2025 00:20:00,27.01,-33.08,7.55,,,,,
430,08/03/2025 00:30:00,26.96,-33.30,7.56,,,,,
431,08/03/2025 00:40:00,26.94,-33.38,7.56,,,,,
432,08/03/2025 00:50:00,26.92,-32.25,7.54,,,,,
433,08/03/2025 01:00:00,26.89,-32.42,7.54,,,,,
434,08/03/2025 01:10:00,26.84,-32.22,7.54,,,,,
435,08/03/2025 01:20:00,26.79,-32.45,7.54,,,,,
436,08/03/2025 01:30:00,26.74,-32.49,7.54,,,,,
437,08/03/2025 01:40:00,26.70,-32.55,7.54,,,,,
438,08/03/2025 01:50:00,26.67,-32.16,7.54,,,,,
439,08/03/2025 02:00:00,26.62,-32.25,7.54,,,,,
440,08/03/2025 02:10:00,26.57,-32.09,7.53,,,,,
441,08/03/2025 02:20:00,26.52,-32.20,7.54,,,,,
442,08/03/2025 02:30:00,26.50,-32.03,7.53,,,,,
443,08/03/2025 02:40:00,26.48,-32.00,7.53,,,,,
444,08/03/2025 02:50:00,26.45,-31.66,7.53,,,,,
445,08/03/2025 03:00:00,26.43,-31.89,7.53,,,,,
446,08/03/2025 03:10:00,26.40,-31.63,7.53,,,,,
447,08/03/2025 03:20:00,26.38,-31.55,7.52,,,,,
448,08/03/2025 03:30:00,26.35,-31.16,7.52,,,,,
449,08/03/2025 03:40:00,26.33,-31.09,7.52,,,,,
450,08/03/2025 03:50:00,26.30,-31.08,7.52,,,,,
451,08/03/2025 04:00:00,26.28,-31.13,7.52,,,,,
452,08/03/2025 04:10:00,26.23,-31.11,7.52,,,,,
453,08/03/2025 04:20:00,26.21,-31.05,7.51,,,,,
454,08/03/2025 04:30:00,26.18,-31.06,7.52,,,,,
455,08/03/2025 04:40:00,26.18,-30.72,7.51,,,,,
456,08/03/2025 04:50:00,26.16,-30.77,7.51,,,,,
457,08/03/2025 05:00:00,26.13,-30.69,7.51,,,,,
458,08/03/2025 05:10:00,26.11,-30.39,7.50,,,,,
459,08/03/2025 05:20:00,26.08,-30.77,7.51,,,,,
460,08/03/2025 05:30:00,26.06,-30.56,7.51,,,,,
461,08/03/2025 05:40:00,26.04,-30.63,7.51,,,,,
462,08/03/2025 05:50:00,26.01,-30.83,7.51,,,,,
463,08/03/2025 06:00:00,26.01,-30.81,7.51,,,,,
464,08/03/2025 06:10:00,25.99,-30.74,7.51,,,,,
465,08/03/2025 06:20:00,25.96,-30.50,7.50,,,,,
466,08/03/2025 06:30:00,25.94,-30.41,7.50,,,,,
467,08/03/2025 06:40:00,25.91,-30.33,7.50,,,,,
468,08/03/2025 06:50:00,25.89,-30.36,7.50,,,,,
469,08/03/2025 07:00:00,25.87,-30.27,7.50,,,,,
470,08/03/2025 07:10:00,25.87,-30.50,7.51,,,,,
471,08/03/2025 07:20:00,25.82,-30.69,7.51,,,,,
472,08/03/2025 07:30:00,25.82,-30.83,7.51,,,,,
473,08/03/2025 07:40:00,25.79,-30.72,7.51,,,,,
474,08/03/2025 07:50:00,25.79,-30.64,7.51,,,,,
475,08/03/2025 08:00:00,25.79,-31.16,7.52,,,,,
476,08/03/2025 08:10:00,25.77,-31.33,7.52,,,,,
477,08/03/2025 08:20:00,25.77,-31.61,7.53,,,,,
478,08/03/2025 08:30:00,25.77,-32.16,7.54,,,,,
479,08/03/2025 08:40:00,25.79,-32.81,7.55,,,,,
480,08/03/2025 08:50:00,25.77,-32.16,7.54,,,,,
481,08/03/2025 09:00:00,25.79,-32.38,7.54,,,,,
482,08/03/2025 09:10:00,25.82,-32.39,7.54,,,,,
483,08/03/2025 09:20:00,25.87,-32.36,7.54,,,,,
484,08/03/2025 09:30:00,25.89,-32.63,7.55,,,,,
485,08/03/2025 09:40:00,25.91,-32.78,7.55,,,,,
486,08/03/2025 09:50:00,25.96,-33.31,7.56,,,,,
487,08/03/2025 10:00:00,26.04,-34.39,7.58,,,,,
488,08/03/2025 10:10:00,26.08,-34.50,7.58,,,,,
489,08/03/2025 10:20:00,26.13,-34.78,7.59,,,,,
490,08/03/2025 10:30:00,26.18,-34.88,7.59,,,,,
491,08/03/2025 10:40:00,26.30,-36.83,7.62,,,,,
492,08/03/2025 10:50:00,26.38,-36.59,7.62,,,,,
493,08/03/2025 11:00:00,26.45,-36.22,7.61,,,,,
494,08/03/2025 11:10:00,26.60,-36.55,7.62,,,,,
495,08/03/2025 11:20:00,26.74,-37.08,7.63,,,,,
496,08/03/2025 11:30:00,26.84,-37.86,7.64,,,,,
497,08/03/2025 11:40:00,26.99,-38.45,7.65,,,,,
498,08/03/2025 11:50:00,27.06,-39.34,7.67,,,,,
499,08/03/2025 12:00:00,27.19,-39.75,7.68,,,,,
500,08/03/2025 12:10:00,27.33,-39.91,7.68,,,,,
501,08/03/2025 12:20:00,27.46,-40.63,7.69,,,,,
502,08/03/2025 12:30:00,27.60,-41.05,7.70,,,,,
503,08/03/2025 12:40:00,27.73,-41.20,7.70,,,,,
504,08/03/2025 12:50:00,27.83,-41.27,7.70,,,,,
505,08/03/2025 13:00:00,27.92,-41.19,7.70,,,,,
506,08/03/2025 13:10:00,28.05,-41.80,7.71,,,,,
507,08/03/2025 13:20:00,28.12,-41.77,7.71,,,,,
508,08/03/2025 13:30:00,28.20,-42.28,7.72,,,,,
509,08/03/2025 13:40:00,28.27,-42.33,7.72,,,,,
510,08/03/2025 13:50:00,28.32,-42.14,7.72,,,,,
511,08/03/2025 14:00:00,28.39,-42.83,7.73,,,,,
512,08/03/2025 14:10:00,28.47,-42.88,7.73,,,,,
513,08/03/2025 14:20:00,28.57,-43.72,7.75,,,,,
514,08/03/2025 14:30:00,28.62,-43.92,7.75,,,,,
515,08/03/2025 14:40:00,28.69,-44.35,7.76,,,,,
516,08/03/2025 14:50:00,28.74,-44.61,7.76,,,,,
517,08/03/2025 15:00:00,28.74,-44.66,7.77,,,,,
518,08/03/2025 15:10:00,28.77,-44.52,7.76,,,,,
519,08/03/2025 15:20:00,28.82,-44.81,7.77,,,,,
520,08/03/2025 15:30:00,28.82,-44.47,7.76,,,,,
521,08/03/2025 15:40:00,28.87,-44.20,7.76,,,,,
522,08/03/2025 15:50:00,28.89,-44.72,7.77,,,,,
523,08/03/2025 16:00:00,28.99,-44.70,7.77,,,,,
524,08/03/2025 16:10:00,29.04,-45.06,7.77,,,,,
525,08/03/2025 16:20:00,29.02,-44.60,7.76,,,,,
526,08/03/2025 16:30:00,29.02,-44.06,7.75,,,,,
527,08/03/2025 16:40:00,28.99,-44.35,7.76,,,,,
528,08/03/2025 16:50:00,28.97,-43.63,7.75,,,,,
529,08/03/2025 17:00:00,28.94,-43.47,7.74,,,,,
530,08/03/2025 17:10:00,28.94,-44.67,7.77,,,,,
531,08/03/2025 17:20:00,28.89,-44.39,7.76,,,,,
532,08/03/2025 17:30:00,28.89,-44.49,7.76,,,,,
533,08/03/2025 17:40:00,28.87,-44.52,7.76,,,,,
534,08/03/2025 17:50:00,28.82,-43.99,7.75,,,,,
535,08/03/2025 18:00:00,28.79,-43.39,7.74,,,,,
536,08/03/2025 18:10:00,28.74,-43.33,7.74,,,,,
537,08/03/2025 18:20:00,28.69,-42.78,7.73,,,,,
538,08/03/2025 18:30:00,28.62,-42.24,7.72,,,,,
539,08/03/2025 18:40:00,28.59,-41.72,7.71,,,,,
540,08/03/2025 18:50:00,28.52,-41.14,7.70,,,,,
541,08/03/2025 19:00:00,28.47,-40.67,7.69,,,,,
542,08/03/2025 19:10:00,28.42,-39.95,7.68,,,,,
543,08/03/2025 19:20:00,28.39,-39.56,7.67,,,,,
544,08/03/2025 19:30:00,28.37,-38.77,7.66,,,,,
545,08/03/2025 19:40:00,28.32,-38.49,7.65,,,,,
546,08/03/2025 19:50:00,28.27,-38.22,7.65,,,,,
547,08/03/2025 20:00:00,28.22,-37.92,7.64,,,,,
548,08/03/2025 20:10:00,28.17,-37.06,7.62,,,,,
549,08/03/2025 20:20:00,28.15,-36.77,7.62,,,,,
550,08/03/2025 20:30:00,28.10,-36.31,7.61,,,,,
551,08/03/2025 20:40:00,28.05,-35.84,7.60,,,,,
552,08/03/2025 20:50:00,28.02,-35.81,7.60,,,,,
553,08/03/2025 21:00:00,28.00,-35.42,7.59,,,,,
554,08/03/2025 21:10:00,27.95,-35.66,7.60,,,,,
555,08/03/2025 21:20:00,27.90,-35.34,7.59,,,,,
556,08/03/2025 21:30:00,27.85,-35.45,7.59,,,,,
557,08/03/2025 21:40:00,27.83,-35.30,7.59,,,,,
558,08/03/2025 21:50:00,27.78,-34.89,7.58,,,,,
559,08/03/2025 22:00:00,27.75,-34.69,7.58,,,,,
560,08/03/2025 22:10:00,27.73,-34.38,7.57,,,,,
561,08/03/2025 22:20:00,27.70,-34.20,7.57,,,,,
562,08/03/2025 22:30:00,27.68,-34.06,7.57,,,,,
563,08/03/2025 22:40:00,27.65,-33.86,7.57,,,,,
564,08/03/2025 22:50:00,27.63,-33.97,7.57,,,,,
565,08/03/2025 23:00:00,27.60,-33.59,7.56,,,,,
566,08/03/2025 23:10:00,27.58,-32.83,7.55,,,,,
567,08/03/2025 23:20:00,27.53,-33.02,7.55,,,,,
568,08/03/2025 23:30:00,27.51,-33.24,7.55,,,,,
569,08/03/2025 23:40:00,27.46,-32.99,7.55,,,,,
570,08/03/2025 23:50:00,27.43,-32.81,7.55,,,,,
571,08/04/2025 00:00:00,27.41,-32.64,7.54,,,,,
572,08/04/2025 00:10:00,27.38,-32.47,7.54,,,,,
573,08/04/2025 00:20:00,27.33,-32.49,7.54,,,,,
574,08/04/2025 00:30:00,27.31,-32.44,7.54,,,,,
575,08/04/2025 00:40:00,27.28,-32.38,7.54,,,,,
576,08/04/2025 00:50:00,27.23,-32.22,7.54,,,,,
577,08/04/2025 01:00:00,27.21,-32.14,7.53,,,,,
578,08/04/2025 01:10:00,27.16,-31.91,7.53,,,,,
579,08/04/2025 01:20:00,27.14,-31.67,7.53,,,,,
580,08/04/2025 01:30:00,27.14,-31.49,7.52,,,,,
581,08/04/2025 01:40:00,27.09,-31.91,7.53,,,,,
582,08/04/2025 01:50:00,27.06,-31.53,7.52,,,,,
583,08/04/2025 02:00:00,27.04,-31.16,7.52,,,,,
584,08/04/2025 02:10:00,27.01,-31.55,7.52,,,,,
585,08/04/2025 02:20:00,26.99,-31.53,7.52,,,,,
586,08/04/2025 02:30:00,26.96,-31.41,7.52,,,,,
587,08/04/2025 02:40:00,26.94,-31.02,7.51,,,,,
588,08/04/2025 02:50:00,26.92,-30.99,7.51,,,,,
589,08/04/2025 03:00:00,26.89,-30.77,7.51,,,,,
590,08/04/2025 03:10:00,26.84,-30.94,7.51,,,,,
591,08/04/2025 03:20:00,26.84,-30.80,7.51,,,,,
592,08/04/2025 03:30:00,26.82,-30.58,7.51,,,,,
593,08/04/2025 03:40:00,26.79,-30.56,7.50,,,,,
594,08/04/2025 03:50:00,26.77,-31.16,7.52,,,,,
595,08/04/2025 04:00:00,26.72,-30.99,7.51,,,,,
596,08/04/2025 04:10:00,26.72,-30.64,7.51,,,,,
597,08/04/2025 04:20:00,26.70,-30.55,7.50,,,,,
598,08/04/2025 04:30:00,26.67,-30.49,7.50,,,,,
599,08/04/2025 04:40:00,26.65,-30.39,7.50,,,,,
600,08/04/2025 04:50:00,26.62,-30.39,7.50,,,,,
601,08/04/2025 05:00:00,26.57,-30.69,7.51,,,,,
602,08/04/2025 05:10:00,26.55,-30.44,7.50,,,,,
603,08/04/2025 05:20:00,26.52,-30.25,7.50,,,,,
604,08/04/2025 05:30:00,26.52,-30.11,7.50,,,,,
605,08/04/2025 05:40:00,26.48,-30.56,7.51,,,,,
606,08/04/2025 05:50:00,26.48,-30.39,7.50,,,,,
607,08/04/2025 06:00:00,26.45,-30.36,7.50,,,,,
608,08/04/2025 06:10:00,26.43,-30.13,7.50,,,,,
609,08/04/2025 06:20:00,26.40,-30.11,7.50,,,,,
610,08/04/2025 06:30:00,26.40,-30.24,7.50,,,,,
611,08/04/2025 06:40:00,26.40,-30.06,7.50,,,,,
612,08/04/2025 06:50:00,26.38,-29.99,7.49,,,,,
613,08/04/2025 07:00:00,26.38,-29.89,7.49,,,,,
614,08/04/2025 07:10:00,26.35,-30.02,7.50,,,,,
615,08/04/2025 07:20:00,26.35,-29.86,7.49,,,,,
616,08/04/2025 07:30:00,26.33,-30.00,7.49,,,,,
617,08/04/2025 07:40:00,26.35,-30.09,7.50,,,,,
618,08/04/2025 07:50:00,26.35,-29.99,7.49,,,,,
619,08/04/2025 08:00:00,26.35,-30.17,7.50,,,,,
620,08/04/2025 08:10:00,26.35,-30.47,7.50,,,,,
621,08/04/2025 08:20:00,26.35,-30.66,7.51,,,,,
622,08/04/2025 08:30:00,26.38,-31.16,7.52,,,,,
623,08/04/2025 08:40:00,26.40,-31.61,7.53,,,,,
624,08/04/2025 08:50:00,26.38,-30.61,7.51,,,,,
625,08/04/2025 09:00:00,26.38,-30.83,7.51,,,,,
626,08/04/2025 09:10:00,26.38,-31.02,7.51,,,,,
627,08/04/2025 09:20:00,26.40,-31.27,7.52,,,,,
628,08/04/2025 09:30:00,26.45,-31.83,7.53,,,,,
629,08/04/2025 09:40:00,26.52,-32.38,7.54,,,,,
630,08/04/2025 09:50:00,26.60,-32.97,7.55,,,,,
631,08/04/2025 10:00:00,26.67,-33.53,7.56,,,,,
632,08/04/2025 10:10:00,26.77,-33.81,7.57,,,,,
633,08/04/2025 10:20:00,26.89,-34.66,7.58,,,,,
634,08/04/2025 10:30:00,26.99,-34.84,7.59,,,,,
635,08/04/2025 10:40:00,27.11,-35.66,7.60,,,,,
636,08/04/2025 10:50:00,27.26,-36.64,7.62,,,,,
637,08/04/2025 11:00:00,27.33,-36.84,7.62,,,,,
638,08/04/2025 11:10:00,27.46,-37.03,7.63,,,,,
639,08/04/2025 11:20:00,27.53,-37.09,7.63,,,,,
640,08/04/2025 11:30:00,27.63,-38.22,7.65,,,,,
641,08/04/2025 11:40:00,27.75,-38.33,7.65,,,,,
642,08/04/2025 11:50:00,27.87,-38.69,7.66,,,,,
643,08/04/2025 12:00:00,28.02,-39.49,7.67,,,,,
644,08/04/2025 12:10:00,28.12,-39.47,7.67,,,,,
645,08/04/2025 12:20:00,28.22,-40.24,7.68,,,,,
646,08/04/2025 12:30:00,28.30,-40.53,7.69,,,,,
647,08/04/2025 12:40:00,28.34,-40.91,7.70,,,,,
648,08/04/2025 12:50:00,28.47,-41.19,7.70,,,,,
649,08/04/2025 13:00:00,28.57,-41.11,7.70,,,,,
650,08/04/2025 13:10:00,28.64,-40.95,7.70,,,,,
651,08/04/2025 13:20:00,28.69,-41.31,7.70,,,,,
652,08/04/2025 13:30:00,28.79,-41.49,7.71,,,,,
653,08/04/2025 13:40:00,28.84,-41.75,7.71,,,,,
654,08/04/2025 13:50:00,28.89,-41.75,7.71,,,,,
655,08/04/2025 14:00:00,28.97,-42.00,7.72,,,,,
656,08/04/2025 14:10:00,29.04,-41.88,7.71,,,,,
657,08/04/2025 14:20:00,29.16,-42.47,7.72,,,,,
658,08/04/2025 14:30:00,29.24,-42.75,7.73,,,,,
659,08/04/2025 14:40:00,29.29,-42.81,7.73,,,,,
660,08/04/2025 14:50:00,29.31,-42.83,7.73,,,,,
661,08/04/2025 15:00:00,29.36,-43.00,7.73,,,,,
662,08/04/2025 15:10:00,29.41,-43.17,7.74,,,,,
663,08/04/2025 15:20:00,29.49,-43.44,7.74,,,,,
664,08/04/2025 15:30:00,29.49,-43.47,7.74,,,,,
665,08/04/2025 15:40:00,29.46,-42.91,7.73,,,,,
666,08/04/2025 15:50:00,29.51,-43.53,7.74,,,,,
667,08/04/2025 16:00:00,29.54,-44.02,7.75,,,,,
668,08/04/2025 16:10:00,29.56,-43.64,7.74,,,,,
669,08/04/2025 16:20:00,29.56,-43.05,7.73,,,,,
670,08/04/2025 16:30:00,29.54,-43.02,7.73,,,,,
671,08/04/2025 16:40:00,29.51,-42.89,7.73,,,,,
672,08/04/2025 16:50:00,29.54,-43.33,7.74,,,,,
673,08/04/2025 17:00:00,29.54,-42.86,7.73,,,,,
674,08/04/2025 17:10:00,29.54,-44.28,7.76,,,,,
675,08/04/2025 17:20:00,29.51,-43.78,7.75,,,,,
676,08/04/2025 17:30:00,29.46,-43.42,7.74,,,,,
677,08/04/2025 17:40:00,29.39,-42.85,7.73,,,,,
678,08/04/2025 17:50:00,29.34,-42.53,7.72,,,,,
679,08/04/2025 18:00:00,29.26,-41.66,7.71,,,,,
680,08/04/2025 18:10:00,29.21,-41.61,7.71,,,,,
681,08/04/2025 18:20:00,29.16,-40.72,7.69,,,,,
682,08/04/2025 18:30:00,29.11,-40.47,7.69,,,,,
683,08/04/2025 18:40:00,29.07,-40.03,7.68,,,,,
684,08/04/2025 18:50:00,29.02,-38.78,7.65,,,,,
685,08/04/2025 19:00:00,28.94,-39.17,7.66,,,,,
686,08/04/2025 19:10:00,28.89,-37.61,7.63,,,,,
687,08/04/2025 19:20:00,28.84,-36.95,7.62,,,,,
688,08/04/2025 19:30:00,28.79,-36.89,7.62,,,,,
689,08/04/2025 19:40:00,28.74,-37.38,7.63,,,,,
690,08/04/2025 19:50:00,28.72,-36.06,7.60,,,,,
691,08/04/2025 20:00:00,28.67,-35.39,7.59,,,,,
692,08/04/2025 20:10:00,28.64,-35.20,7.59,,,,,
693,08/04/2025 20:20:00,28.62,-35.66,7.60,,,,,
694,08/04/2025 20:30:00,28.57,-35.13,7.59,,,,,
695,08/04/2025 20:40:00,28.52,-35.58,7.60,,,,,
696,08/04/2025 20:50:00,28.47,-35.64,7.60,,,,,
697,08/04/2025 21:00:00,28.42,-34.88,7.58,,,,,
698,08/04/2025 21:10:00,28.39,-34.81,7.58,,,,,
699,08/04/2025 21:20:00,28.34,-34.74,7.58,,,,,
700,08/04/2025 21:30:00,28.32,-34.03,7.57,,,,,
701,08/04/2025 21:40:00,28.27,-33.77,7.56,,,,,
702,08/04/2025 21:50:00,28.25,-33.58,7.56,,,,,
703,08/04/2025 22:00:00,28.22,-33.11,7.55,,,,,
704,08/04/2025 22:10:00,28.20,-33.17,7.55,,,,,
705,08/04/2025 22:20:00,28.15,-33.02,7.55,,,,,
706,08/04/2025 22:30:00,28.12,-33.03,7.55,,,,,
707,08/04/2025 22:40:00,28.07,-33.03,7.55,,,,,
708,08/04/2025 22:50:00,28.02,-32.83,7.55,,,,,
709,08/04/2025 23:00:00,27.97,-32.83,7.55,,,,,
710,08/04/2025 23:10:00,27.95,-32.30,7.54,,,,,
711,08/04/2025 23:20:00,27.92,-32.42,7.54,,,,,
712,08/04/2025 23:30:00,27.90,-32.36,7.54,,,,,
713,08/04/2025 23:40:00,27.87,-32.11,7.53,,,,,
714,08/04/2025 23:50:00,27.85,-31.81,7.53,,,,,
715,08/05/2025 00:00:00,27.83,-31.49,7.52,,,,,
716,08/05/2025 00:10:00,27.80,-31.19,7.51,,,,,
717,08/05/2025 00:20:00,27.75,-31.25,7.52,,,,,
718,08/05/2025 00:30:00,27.73,-31.31,7.52,,,,,
719,08/05/2025 00:40:00,27.68,-31.24,7.52,,,,,
720,08/05/2025 00:50:00,27.65,-30.89,7.51,,,,,
721,08/05/2025 01:00:00,27.60,-30.66,7.51,,,,,
722,08/05/2025 01:10:00,27.55,-30.67,7.51,,,,,
723,08/05/2025 01:20:00,27.53,-30.47,7.50,,,,,
724,08/05/2025 01:30:00,27.48,-30.25,7.50,,,,,
725,08/05/2025 01:40:00,27.46,-30.08,7.49,,,,,
726,08/05/2025 01:50:00,27.41,-30.08,7.49,,,,,
727,08/05/2025 02:00:00,27.38,-29.99,7.49,,,,,
728,08/05/2025 02:10:00,27.33,-29.91,7.49,,,,,
729,08/05/2025 02:20:00,27.31,-30.02,7.49,,,,,
730,08/05/2025 02:30:00,27.26,-29.97,7.49,,,,,
731,08/05/2025 02:40:00,27.21,-30.02,7.49,,,,,
732,08/05/2025 02:50:00,27.19,-29.84,7.49,,,,,
733,08/05/2025 03:00:00,27.16,-29.84,7.49,,,,,
734,08/05/2025 03:10:00,27.11,-29.84,7.49,,,,,
735,08/05/2025 03:20:00,27.09,-29.81,7.49,,,,,
736,08/05/2025 03:30:00,27.06,-29.64,7.49,,,,,
737,08/05/2025 03:40:00,27.01,-30.11,7.50,,,,,
738,08/05/2025 03:50:00,26.99,-29.77,7.49,,,,,
739,08/05/2025 04:00:00,26.94,-29.95,7.49,,,,,
740,08/05/2025 04:10:00,26.92,-30.06,7.50,,,,,
741,08/05/2025 04:20:00,26.89,-29.97,7.49,,,,,
742,08/05/2025 04:30:00,26.87,-29.41,7.48,,,,,
743,08/05/2025 04:40:00,26.84,-29.67,7.49,,,,,
744,08/05/2025 04:50:00,26.79,-29.86,7.49,,,,,
745,08/05/2025 05:00:00,26.77,-29.97,7.49,,,,,
746,08/05/2025 05:10:00,26.74,-29.77,7.49,,,,,
747,08/05/2025 05:20:00,26.72,-29.77,7.49,,,,,
748,08/05/2025 05:30:00,26.70,-29.64,7.49,,,,,
749,08/05/2025 05:40:00,26.67,-29.84,7.49,,,,,
750,08/05/2025 05:50:00,26.62,-30.00,7.49,,,,,
751,08/05/2025 06:00:00,26.60,-29.91,7.49,,,,,
752,08/05/2025 06:10:00,26.57,-29.75,7.49,,,,,
753,08/05/2025 06:20:00,26.57,-29.50,7.49,,,,,
754,08/05/2025 06:30:00,26.55,-29.69,7.49,,,,,
755,08/05/2025 06:40:00,26.52,-29.28,7.48,,,,,
756,08/05/2025 06:50:00,26.50,-29.28,7.48,,,,,
757,08/05/2025 07:00:00,26.48,-29.25,7.48,,,,,
758,08/05/2025 07:10:00,26.45,-29.20,7.48,,,,,
759,08/05/2025 07:20:00,26.43,-29.50,7.49,,,,,
760,08/05/2025 07:30:00,26.40,-29.27,7.48,,,,,
761,08/05/2025 07:40:00,26.40,-29.06,7.48,,,,,
762,08/05/2025 07:50:00,26.38,-29.22,7.48,,,,,
763,08/05/2025 08:00:00,26.38,-29.33,7.48,,,,,
764,08/05/2025 08:10:00,26.38,-30.06,7.50,,,,,
765,08/05/2025 08:20:00,26.38,-29.94,7.49,,,,,
766,08/05/2025 08:30:00,26.35,-30.28,7.50,,,,,
767,08/05/2025 08:40:00,26.38,-30.81,7.51,,,,,
768,08/05/2025 08:50:00,26.35,-30.19,7.50,,,,,
769,08/05/2025 09:00:00,26.33,-29.95,7.49,,,,,
770,08/05/2025 09:10:00,26.35,-29.97,7.49,,,,,
771,08/05/2025 09:20:00,26.38,-30.49,7.50,,,,,
772,08/05/2025 09:30:00,26.38,-30.69,7.51,,,,,
773,08/05/2025 09:40:00,26.43,-30.80,7.51,,,,,
774,08/05/2025 09:50:00,26.48,-31.27,7.52,,,,,
775,08/05/2025 10:00:00,26.52,-31.92,7.53,,,,,
776,08/05/2025 10:10:00,26.65,-32.41,7.54,,,,,
777,08/05/2025 10:20:00,26.74,-33.14,7.55,,,,,
778,08/05/2025 10:30:00,26.87,-33.67,7.56,,,,,
779,08/05/2025 10:40:00,26.96,-33.84,7.57,,,,,
780,08/05/2025 10:50:00,27.09,-34.34,7.58,,,,,
781,08/05/2025 11:00:00,27.21,-35.27,7.59,,,,,
782,08/05/2025 11:10:00,27.33,-35.70,7.60,,,,,
783,08/05/2025 11:20:00,27.46,-36.03,7.61,,,,,
784,08/05/2025 11:30:00,27.58,-36.72,7.62,,,,,
785,08/05/2025 11:40:00,27.68,-37.64,7.64,,,,,
786,08/05/2025 11:50:00,27.75,-37.47,7.63,,,,,
787,08/05/2025 12:00:00,27.87,-37.83,7.64,,,,,
788,08/05/2025 12:10:00,27.97,-38.03,7.64,,,,,
789,08/05/2025 12:20:00,28.10,-38.84,7.66,,,,,
790,08/05/2025 12:30:00,28.25,-38.70,7.66,,,,,
791,08/05/2025 12:40:00,28.34,-39.02,7.66,,,,,
792,08/05/2025 12:50:00,28.44,-39.75,7.67,,,,,
793,08/05/2025 13:00:00,28.57,-40.63,7.69,,,,,
794,08/05/2025 13:10:00,28.64,-40.33,7.68,,,,,
795,08/05/2025 13:20:00,28.77,-40.31,7.68,,,,,
796,08/05/2025 13:30:00,28.77,-40.44,7.69,,,,,
797,08/05/2025 13:40:00,28.84,-40.84,7.69,,,,,
798,08/05/2025 13:50:00,28.94,-40.83,7.69,,,,,
799,08/05/2025 14:00:00,29.02,-41.20,7.70,,,,,
800,08/05/2025 14:10:00,29.09,-41.03,7.70,,,,,
801,08/05/2025 14:20:00,29.14,-41.52,7.71,,,,,
802,08/05/2025 14:30:00,29.21,-41.97,7.71,,,,,
803,08/05/2025 14:40:00,29.29,-41.64,7.71,,,,,
804,08/05/2025 14:50:00,29.34,-42.83,7.73,,,,,
805,08/05/2025 15:00:00,29.36,-42.35,7.72,,,,,
806,08/05/2025 15:10:00,29.36,-41.97,7.71,,,,,
807,08/05/2025 15:20:00,29.39,-42.39,7.72,,,,,
808,08/05/2025 15:30:00,29.41,-42.44,7.72,,,,,
809,08/05/2025 15:40:00,29.41,-42.16,7.72,,,,,
810,08/05/2025 15:50:00,29.41,-42.22,7.72,,,,,
811,08/05/2025 16:00:00,29.44,-42.42,7.72,,,,,
812,08/05/2025 16:10:00,29.41,-41.50,7.70,,,,,
813,08/05/2025 16:20:00,29.36,-41.06,7.70,,,,,
814,08/05/2025 16:30:00,29.36,-41.22,7.70,,,,,
815,08/05/2025 16:40:00,29.34,-41.33,7.70,,,,,
816,08/05/2025 16:50:00,29.31,-41.56,7.71,,,,,
817,08/05/2025 17:00:00,29.29,-40.69,7.69,,,,,
818,08/05/2025 17:10:00,29.24,-40.50,7.69,,,,,
819,08/05/2025 17:20:00,29.24,-40.84,7.69,,,,,
820,08/05/2025 17:30:00,29.19,-40.61,7.69,,,,,
821,08/05/2025 17:40:00,29.16,-40.45,7.69,,,,,
822,08/05/2025 17:50:00,29.14,-40.24,7.68,,,,,
823,08/05/2025 18:00:00,29.09,-39.81,7.67,,,,,
824,08/05/2025 18:10:00,29.04,-39.33,7.67,,,,,
825,08/05/2025 18:20:00,28.99,-38.84,7.66,,,,,
826,08/05/2025 18:30:00,28.94,-38.55,7.65,,,,,
827,08/05/2025 18:40:00,28.89,-37.83,7.64,,,,,
828,08/05/2025 18:50:00,28.84,-37.20,7.63,,,,,
829,08/05/2025 19:00:00,28.79,-36.17,7.61,,,,,
830,08/05/2025 19:10:00,28.74,-34.94,7.58,,,,,
831,08/05/2025 19:20:00,28.72,-35.05,7.59,,,,,
832,08/05/2025 19:30:00,28.67,-34.41,7.57,,,,,
833,08/05/2025 19:40:00,28.62,-34.33,7.57,,,,,
834,08/05/2025 19:50:00,28.57,-34.56,7.58,,,,,
835,08/05/2025 20:00:00,28.52,-33.99,7.57,,,,,
836,08/05/2025 20:10:00,28.49,-33.36,7.55,,,,,
837,08/05/2025 20:20:00,28.47,-33.39,7.55,,,,,
838,08/05/2025 20:30:00,28.39,-33.74,7.56,,,,,
839,08/05/2025 20:40:00,28.34,-33.64,7.56,,,,,
840,08/05/2025 20:50:00,28.32,-33.30,7.55,,,,,
841,08/05/2025 21:00:00,28.27,-32.97,7.55,,,,,
842,08/05/2025 21:10:00,28.22,-33.11,7.55,,,,,
843,08/05/2025 21:20:00,28.17,-32.81,7.54,,,,,
844,08/05/2025 21:30:00,28.15,-32.75,7.54,,,,,
